MovieTitle,YouTube Video Title,YouTube Video ID,Views,Likes,Comments,Top 10 Comments
The Children Act,"THE CHILDREN ACT Official Trailer | Emma Thompson, Stanley Tucci [HD]",kKQkUcJioxU,834725,3391,0,
The Choice,The Choice (Nicholas Sparks 2016 Movie) – Official Teaser Trailer,nWPM1jTnuuo,12950348,45184,2242,"Regardless of how cliche others may find it, it's still one of the best movies I've ever watched. There's just certain vive that only Nicholas Sparks could get across. ❤️❤️❤️|, Sim sim, meu coração está pulando de alegria, se já chorei com o livro imagine só com o filme!!|, I just can describe this movie with words... It was unexpected realistic but had this terrific wonderful end! As a romantic movie superfan and a Nicholas Sparks fan I believe it is the BEST movie I have ever seen in my entire life. And believe me I am not exaggerating... Just WATCH it💜|, I give this movie 5 stars! And Teresa Palmer and Benjamin Walker were perfect for the roles!  They both gave a great performance. Bravo!  Anyone who is looking for a really good movie that will keep you hanging on til the last scene will love this too! Nicholas Sparks is a wonderful author! I love his books and movies.|, This movie is gorgeous.The story, the setting, the people. I smiled the whole time before the Turing point and I cried when she said he was breathing for her… 😊😊😊 love this movie.|, How brilliant ! Everything about the movie was marvelous . The ending was pretty much unpredictable , with that being sad the storyline was heartbreaking . 
 Real love never dies .|, This was such a great movie, and I love that they went with all (mostly) unknown actors for the starring roles. Each of them was fabulous in their own right.|, Nicholas Sparks é mesmo um autor incrível 😍|, I was surprise when i finished the movie! it was really good, the chemistry between Gabby and Travis is amazing I loved it! <3|, Me and my boyfriend seen this on valentines day it literally had me balling this is such an amazing movie and that is very heart warming and also sad at one point i love it as much as the notebook amazing movie honestly!"
The Circle,The Circle [With Lyrics] (Bedman? Theme) - Guilty Gear Strive OST,qU6CKLe3q24,1590945,19368,1132,"Radiant light: *Seen*
Beautiful chant: *Heard*
Tender warmth: *Felt*
Ten billion years: *Consumed* (in an instant)
Me: *By your side*
Also me: *On the border of the CIRCLE*|, every Guilty Gear theme sounds weird when you first listen to it but they always grow on you overtime|, Naoki has confirmed that it's not ""Come to me ten billion years in an instant"" but ""*Consuming* ten billion years in an instant"" which makes more sense to me.|, I noticed that in Guilty Gear whenever a character dies and gets brought back, they usually are only have strong emotions for one specific person. Zato can only feel around Millia, S-Ko is STILL haunting Zappa, and now Bedman literally can’t do anything else but protect Delilah. 

Bedman spent all of Xrd trying to create a perfect world, but when he actually got a chance to go to Heaven, he chose to stick around in a broken busted up bed to protect his sister.|, 3:13 

This entire sequence is genuinely heartwrenching, and it puts the entire song together PERFECTLY.

It fits the ordeal Bedman is going through, being too damn brotherly to die|, Strive’s soundtrack really emphasizes the advantage of using lyrical tracks for character themes as a way to convey their stories. Naoki and Aisha keep killing it every single time!|, this is a funeral song for a brother who has a determination to protect his sister so strong that death itself won’t stop him|, This feels like the flipside of Drift and it's great for it. Chaos saw both sides of existence and said ""screw it, I'm gonna enjoy myself.""
Bedman saw it and found pure empty terror.|, I love almost every song in Strive, but The Circle combines awesome music with one of my favourite motives in fiction: (un)death. Clinging to a part of one's humanity, but not being exactly here, on the verge of madness and chained by something eldritch. And yet that piece of soul still driven by something precious in the mortal world, a task too important to abandon even despite the death itself.|, Finally...
I can sleep peacefully after knowing the lyrics."
The Clan,THE CLAN - I&#39;LL TELL ME MA - OFFICIAL VIDEO - Celtic Punk Folk,97wnYEGvmNI,520067,4685,210,"I love listening to different versions of this song and THIS is DEFINITELY at the top of that list!|, This song is good to ears. I love the Irish culture. Love from the Philippines. ❤|, I love your version of this song! I travel a lot for my job so whenever I'm having a bad day, I rock out to you guys and The Rumjacks. Keep up the great work. |, This is the best performance of this song ✌️💚|, This is how you start a party in a pub in Ireland!!! Keep up the awesome work|, 'I'll Tell Me Ma' by The Clan is rocking. Love this rendition!!|, This version of this song is definitely awesome!!|, I fucking love this !|, Irish music, awesome craft beer... what more? Just amazing! Big up!  :)|, Amazing guys. Really enjoying your music :) regards from Slovakia"
The Commuter,"The Commuter (2018 Movie) Official Teaser Trailer - Liam Neeson, Vera Farmiga",aDshY43Ol2U,10230648,23264,1738,"I just finished watching ""The Commuter"" and I would highly recommend it. An amazing action thriller that would put you on the edge of your seat from start to finish. Liam Neeson at its absolute best.|, I swear almost every Liam Neeson action movie consists of him running around with a phone to his ear. A phone call with him has to be an intense experience.|, Now that's a movie trailer. Tells us enough to be intrigued without giving away any plot twists.|, Great movie! Kept me on my toes all the time. I wondered if the main character had gone mad or not. And who is really to blame struck me of course. In a word, a masterpiece!|, It’s simply impossible not to enjoy a Liam Neeson action movie 🍿🥤😎|, Uwielbiam tego Pana 😊 Polubilem go od pierwszych minut gdy poraz pierwszy go ujrzalem.|, Only Liam Neeson can make me watch the trailer after I watched the movie already|, Vai ser  um sucesso nas bilheterias do cinemas de todo o mundo com fé em Deus com esse elenco maravilhoso excelente filmes bons liam Neeson , vera formiga, Patrick wilson|, Liam Neeson is the best thing to happen to action movies since Bruce Willis in die hard. He's fucking perfect. And I love that he's done like, what, 15 or more? Sooo many movies to watch! Thank you to whoever cast him in Taken, because you've given the world a gift! Plus he is seriously old man sexy and has a permanent spot on ""my list"". And yes, it's laminated. 😂|, *Lifehack: if you ever see Liam Neeson in a train, on a plane or anywhere else - GET OUT!!!😁*"
The Conjuring,The Conjuring - Official Main Trailer [HD],k10ETZ41q5o,36965628,123099,14182,"Everytime you see a horror movie which says ''Based on a true story'' it makes the movie twice as scary.|, It’s 2021 , 8 years since this movie was released and it still remains one of the deadliest horror movies ever made. The fact that it’s a true story even makes it more horrifying.|, The Conjuring is the mothership of all Horror movies.. Outstanding performance by all depts like screenplay, directions, acting etc..|, Its all fun and games till you see, ""Based on a true story"".|, Me: Can’t wait to watch this movie!
Movie: *based on a true story*
Me: Susan, can you pass me that cross please?|, I saw The Conjuring 8 years ago on the big screen. It’s the only movie that has ever made me cry out of genuine fear. It stuck with me for months, years actually. I still lift my legs up at night in bed (if you’ve seen the film you know which scene I’m talking about). When I love a horror movie, I can usually watch it over and over. Not this one. I decided to watch it again this month for the first time since 2013. It was just as terrifying. I’ve officially put this movie to rest. Thank you James Wan for this masterpiece. 10/10 👏|, Am I the only one who was scared for the dog? He tried to warn them 🤦🏾‍♀️🤷🏽‍♀️|, One of the best horror movies ever.|, I hate most modern horror films, but this one was definitely enjoyable. None of those gimmicky CGI monsters, which I absolutely hate. It seemed authentic and not over-done. Great acting, too- especially from the woman who plays the mother. I'd watch again... 👍|, I actually watched this alone (my mom left town for the weekend) at 3am in my apartment with every single light off. Used headphones at 100% volume as well. Absolutely incredible experience. The people who made this film are all world class."
The Conjuring 2,The Conjuring 2 - Main Trailer [HD],VFsmuRPClr4,38329222,196395,10417,"How to survive in a horror movie:
1. Be the cameraman 
2. Be the film crew|, I just love how protective Ed is of his wife. It's absolutely adorable. The Conjuring series might be hella frightening, but it's also a love story and there's always a happy ending. That is what I love the most.|, we all have to admit the conjuring universe never disappoints|, this story is not only about horror,  it's also about family's love and a love story|, Just finished watching it, chilled me down to the core. One of the greatest horror movies ever made.|, 7 years but the trailer still gives me chills 💀|, That’s it I’m going full screen, tell me mom I love her|, The crooked man deserves his own horror movie.|, I just watched this and it was a 10/10 for me! This one nearly gave me a heart attack! 100% worth the watch.|, I’m fan of both Conjuring movies. This movie is a masterpiece, everything in this movie is brilliant even the old house and its furnitures are fantastic. The cast and the actors are amazing and I adore their great performances. I request the director to make more conjuring movies in future."
The Conjuring: The Devil Made Me Do It,THE CONJURING: THE DEVIL MADE ME DO IT – Official Trailer,h9Q4zZS2v1k,30200242,315692,14977,"I just saw this. I would have liked it more if it has another horror icon as terrifying as, if not more than, Valak.
Whilst the horror scenes & jumpscares are great (beautifully shot too!) I didn’t really enjoy the backstory so much. It could have been more substantial, deep and terrifying in my opinion. 
But the acting, the sets, the script, the filmography are 👌🏼👌🏼👌🏼 What do you guys think?|, ""The court accepts the existence of God every time a witness swears to tell the truth. I think it's about we accept the existence of the devil."" Literal chills.|, That kid on the waterbed has been in so many horror movies there's no way he hasn't been scarred for life yet|, ed and lorraine always made me feel safe idk why but yes.|, Black Widow: I’m going to have the movie of the summer.
Ed Warren: Hold my holy water, Lorraine.|, The forest scene was AWESOME! BEAUTIFUL ACTING!|, Annabelle : ""Is she with you? ""
Valak : ""I thought she was with you.""|, People can hate horror movies, but not conjuring-verse. Who knew James Wan would create this amazing horror universe with its own separate fan base? 😊|, It felt more like an Ed and Lorraine's love story, it wasn't that scary but I really appreciate the beautiful relationship between these two .|, Just watched it with my sis. This movie was amazing! Even better than quiet place 2! There was unpredictable events from start to finish, a thrilling and very diverse storyline, and horrors and effects were well done. 
Roten tomatoes and metacritic scores are trippin!!"
The Contractor,THE CONTRACTOR | Official Trailer | Paramount Movies,e7glvM8Xh0w,7120663,28938,891,"This movie is so much better than the trailer makes it look. I was genuinely surprised at how gripping this movie was. I came in expecting it to be okay or subpar but it was excellent. These actors really sold this, it feels like a real story. I kept pausing it and doing other stuff early in but once I reached a certain point, I could not stop watching.|, That's' a hell of a cast. Ordinarily I wouldn't pay much attention to this kind of movie, but given the people involved, I'm looking forward to it.|, I'd say this is more of an Amazon Prime level movie, and if you go in with that level of expectation then it's pretty good. Yes, it's nothing new and been done tons of times. Overall, it's a solid movie that should've been picked up by one of the streaming services. I enjoyed it for what it is. A decent thriller with some action, and solid acting. I gave it a 6.8/10.|, Well acted movie. Chris Pine can easily carry a movie and the supporting cast does a good job as well. Once again the script, in this case the story line, could've been a lot more than it is. Still a much better than average movie in this genre thanks to the actors, a solid 6.5/10.|, I just watched The Contractor. EXCELLENT. Movies today are boring but Saleh avoided all pitfalls and delivered an EXCELLENT action thriller. I hope a James Harper series comes forward from this. I want to know if the mongers move forward with the pandemic. I want to see what else is hiding in the shadows that Harper overcomes.|, Chris and Ben were excellent together in Hell or High Water. I'll watch this to see if they bring that same chemistry.|, Ben Foster is a great actor. I’m looking forward to seeing this movie with him and Chris Pine together again. I was just watching Hell or high water again before coming across this trailer. I don’t believe I’ve ever seen a movie with Ben Foster that was bad.|, Love Chris Pine and Ben Foster together! They make great action film. Looking forward to this one. Best trailer I've seen for 2022.|, Kiefer Sutherland is still kicking it and awesome acting by Ben Foster and Chris Pines. Chris Pines nailed this role.|, This film is unbelievably underrated!"
The Counselor,The Counsellor | Official Trailer #1 HD | 2013,6ML50I0mVHY,3476708,8076,1074,"This movie is simply so close to reality. No hope, no fantasy only reality. It really made me feel the hopelessness that the counselor felt at the moment in which he opened the package... This is art.|, The first time I watched this movie I wasn't sure if I really liked it or hated it. I went to watch it once again to confirm my feelings about it. And now this is one of my favorite movies. This is one of those movies which grows inside you if you give it the chance.
Only time can tell if this film will ever get the praise it really deserves. I hope so.|, I actually really dug this movie. I really loved it. It was like a Shakespearian tragedy. Michael Fassbender was excellent in the role. He is quickly becoming one of my favorite actors. I really don't understand why so many people hated this. I hope that in a couple of years, this will become an appreciated masterpiece. The same thing happened with Taxi Driver. It gained mixed reviews back when it was released. now, it's hailed as a masterpiece. Hopefully, films like this get the same treatment.|, Who else came here from that random Natalie Dormer clip recommendation and is just hearing about this movie for the first time in 2020? Ha, life is strange... or maybe algorithms rather.|, Absolutely brilliant film,  its the first film ive seen in years that respected the viewers intelligence and imagination enough to make their own minds up about alot of aspects involving the characters and plot and didnt spoonfeed and baby walk us through every scene and story point and the end was unsettling instead of being the usual reassuring bullshit we always see, it also showed us the horror of the underworld and organised crime, the critics and alot of the audience slated this film but that happens with lots of films that are way ahead of their time. I guarantee that in years to come this will be noted as a classic. Cant wait to watch it again|, The movie was a gift worth every penny. Loved the sweltering, subversive and seductive feel & the raw intelligence was undeniable. This was very well developed. Ridley Scott & Cormac McCarthy are among the most proficient story tellers around. Critics really reveal the fact that most people are still learning how to even comprehend movies. This movie is for grownups whom don't expect to be spoon fed every redundant plot item. |, The best film i've seen this year.  A majority of younger generations or action junkies will hate it. I think this is possibly the most frightening movie i've seen in a while. It's to real, it's to sexy, and it's way to intricate in the sense of character. That what makes it 3.5/4.0 stars.   More than ""worth watching"".|, I did find much of the dialogue to be kind of philosophical to the point of trying a little too hard but I still loved the cinematography and how it felt like you were just watching the events unfold and the characters didn't really care if you knew every detail or not. It felt like real life. Also, saying ""you just didn't get it"" is a horrible argument for why someone doesn't like something. I agree with you on that.|, this is a deep storry-telling/crime movie, its not like the exagerated fantasy with happy ending movies that many people expect nowadays... but it's more based on the reality. It's not for everyone to understand it and like it. I loved this movie and hope for a second part.|, In some years somebody is gonna bring up that movie again and everybody is going to be like: ""omg what a masterpiece how did people not like the movie back then??"" 

 I personally think that this is Ridley Scott's best movie to date."
The Courier,"Full Movie HD | The Courier | Olga Kurylenko, Gary Oldman |  Action, Crime, Drama Movie",3mS0u5qLYdI,83938,580,41,"I'm a pansy. I hate violent films. This film had violence but it was never gratuitous. I sat through it and was fascinated, intrigued and carried along by the personalities enacted so  beautifully that disbelief was easily suspended. Bravo. A great action film.|, Reminds ne of Mila Jojovich. Hope to see much more of this actress .Could easily be a hole new action series . Vary entertaining to watch... Kick ASS girl !|, I loovvveeeeee the ending🙌🏽|, I guess they couldn't remember what eye he had the patch on 😂 otherwise it's worth watching|, Good movie. Great ending. Is there a follow up to this movie. ""Courier"" could be a series.|, great movie well written awesome actors  all you guys wow|, Excellent could have a run away  with sequels .|, Good movie, lots of action!|, 16:10  The same song from The 5th Element ... also starring Gary Oldman."
The Courier,"Full Movie HD | The Courier | Olga Kurylenko, Gary Oldman |  Action, Crime, Drama Movie",3mS0u5qLYdI,83938,580,41,"I'm a pansy. I hate violent films. This film had violence but it was never gratuitous. I sat through it and was fascinated, intrigued and carried along by the personalities enacted so  beautifully that disbelief was easily suspended. Bravo. A great action film.|, Reminds ne of Mila Jojovich. Hope to see much more of this actress .Could easily be a hole new action series . Vary entertaining to watch... Kick ASS girl !|, I loovvveeeeee the ending🙌🏽|, Good movie. Great ending. Is there a follow up to this movie. ""Courier"" could be a series.|, I guess they couldn't remember what eye he had the patch on 😂 otherwise it's worth watching|, great movie well written awesome actors  all you guys wow|, Excellent could have a run away  with sequels .|, 16:10  The same song from The 5th Element ... also starring Gary Oldman.|, Good movie, lots of action!"
The Creator,The Creator | Official Trailer,ex3C1-5Dhb8,14622908,107387,8004,"Original Sci-fi. Finished CGI. High production value. These aren’t something you see often these days. I’m excited|, I watched it tonight and it was absolutely beautiful and even profound at times. I really hope it does well so more originals like this will be made.|, I saw this film tonight and absolutely loved it. It feels like a film like The Arrival where it's sci-fi but it feels and looks realistic. It definitely borrows tropes from films like Blade Runner and Avatar . Highly recommend.|, There was so much thought put into this movie it was just enough of everything he wanted to showcase the world and he achieved it 100% it definitely hits what is going on with the current events and what could go down. Who are the good and who are the bad and who are the ones that go to heaven like I said he didn’t leave anything out and I don’t want to ruin it for others whom haven’t seen it yet. So glad I bought it on iTunes but would had loved to had seen it on the silver screen I live on an island and the movies are only here for 1 week we don’t have the population to keep an epic movie here so if you can’t make it you’ve missed out! Definitely an epic movie that makes you think about everything. Thank you Gareth Edwards your a genius|, A very worth watching movie! The plot is not so thick but the way it's told is very touching & very relatable to recent issues 8m general. The actors are doing very good job, the visual effects feel so real, the intens scenes are well developed but not too much that make one roll their eyes,and the inclusion of many Asian cultures, especially south east Asia are just well done. So surprised to hear Thai, Indonesian, Vietnamese and some other tongues , even songs, throughout the movie. The core of the story, the bad guys ,the good guys, well, it tickles the the side of political issues but good thing it's not elaborated too much. Over all, very interesting movie, 👍👍👍|, never have I jumped of my seat of joy and cried so many times while watching a movie, truly a masterpiece.|, This looks incredible 😭
SO refreshing.|, Man, saw this movie today and I cant shake this feeling off that you get after watching a good movie. Such an underrated movie that people are not giving this a chance. I'm in love with the story telling. Still thinking bout this movie's ending even now.|, I watched this 2 days ago in my local cinema.  When the final scene came to an end and the credits started rolling , we all sat in silence. I have never experienced that before in my 19 years , everyone who watched the movie was still present when the music credits rolled and 1 person left a bit after. The silence was palpable. tears were shed. this is definitely a movie to remember and will win many awards and go down in history.|, Just finished watching the movie i got goosebumps all through the movie...but It had me in tears at the end but a happy tears 🥺🥺🥺.... I hope this movie will bring peace to the future.... I have to say the greatest sci-fi i have ever watched....."
The Croods,The Croods: A New Age (2020) - Feeding Frenzy Scene (2/10) | Movieclips,nFfMFankObw,7802312,29761,0,
The Croods: A New Age,THE CROODS: A NEW AGE | First 10 Minutes,-a3OGlypo_Q,15423495,50204,0,
The Curse of La Llorona,The Curse of La Llorona - Official Trailer [HD],uOV-xMYQ7sk,16045731,107376,7094,"“ SHE WANTS YOUR CHILDREN “ 
Me: she can take my younger cousins.|, They took such a unique legend and made la llorona come after a family who doesn’t even live in mexico|, For years I heard the stories about her and never believed she was real. I would always think my cousins would just be playing around to make me scared. But after one night of going out in Mexico, I kept hearing a crying noise. It was about 3:45am. She kept crying, howling almost. I thought it was the brakes of the big rigs but I knew it was in fact a woman. It legit sounded like she had surround sound throughout the sky. Shit was unreal. Mexico man. Gotta love it 😅|, 2019:the curse of la llorona
2020:the curse of la corona|, Esta leyenda toma mayor importancia en los días 1 y 2  de noviembre que es cuando se conmemora el Día de Muertos en México, pues se dice que en una ocasión un hombre muy desdichado que acababa de perder a un familiar muy cercano quiso comprobar lo que mucha gente decía.

Decidido por volver a ver a quién había pasado al otro mundo, colocó una bella ofrenda, pues sabía que en esas fechas los difuntos visitaban a sus familiares que aún vivían.

El hombre consiguió un perro, le frotó los ojos para quitarle las lagañas y posteriormente se las untó él (se dice que los perros tienen un sexto sentido el cual hace que puedan ver los espíritus de gente muerta). 

Se comenta que el hombre poco a poco vio cómo sus familiares muertos entraban a su casa a visitar la ofrenda y fue su hermana fallecida quien le reclamó por haber hecho eso, pues ahora su deber era llevarlo con ella.

La gente del pueblo que sabía lo que el hombre había hecho se encontraba muy preocupada, pues en varios días no supieron nada de el, por lo que decidieron ir a buscarlo a su casa.

Para su sorpresa, lo encontraron en un rincón de su habitación en posición fetal, muerto y con una cara espeluznante de horror.|, I’m so convinced this is the wedding dress that Ed and Lorraine have in their spooky room|, “SHE WANTS YOUR CHILDREN”

*law and order: SPECIAL VICTIMS UNIT*|, I’m not usually a fan of horror movies, but I went and saw this the day it came out in theaters, and it was awesome! Definitely a must see!|, In 2019 a Canadian cinema accidentally played this instead of detective pikachu. Needless to say the children were terrified.|, This movie was awesome, period! I think the ones who dislike or say it was not satisfying are just into blood and guts being spilled almost every 5 to 10 minutes. How can you not like this flick. I love god and Jesus and watching that power fight evil is always enjoyable with the scares as well because i love horror. Check this one out for sure!"
The Cursed,The Cursed Trailer #1 (2022) | Movieclips Trailers,xAt7DMP7mWA,1356109,10456,667,"Watched it a few days ago. And wow . . . what a well-executed, polished, satisfying film. THIS is how you do low-budget horror but make it feel grand and look much more expensive. Strong script, artful direction, riveting performances, genuine suspense, and a resonant emotional core that makes you actually CARE what’s happening on screen. Fantastic interpretation of a “werewolf” movie without actually being one.

I see so much empty, pointless trash in the horror genre these days that catching something like this feels like finding a little treasure. I really enjoyed this movie.|, Just finished it. What a great movie. The fact they tied in The Beast of Gévaudan makes this movie that much better. This is how you do horror.|, Its not a traditional werewolf movie but it gets many things right where most fails. 
It has good atmosphere, good pacing and decent light effects. 
I would love to see similar horrors in 2022|, This is indeed one of the best horror films.  Unlike cheap ones with jump scares like paranormal activity franchise.  I like how the trailer puts a lot of stuff in it without telling you much, kinda like Parasites, coz most trailers literally put the whole movie in it.|, This movie was INCREDIBLE!!!! It grabs you and won’t let go and the gut punch at the end is well earned. I love Boyd Holbrook and this movie is just fantastic!! Worth the 20 bucks !!!!|, Just watched this movie and I can honestly say it is a very well-done horror movie that held my interest from beginning to end. I highly recommend this one.|, A really good horror movie. One of the best I saw and I saw a lot! The raving reviews are not exaggerated. The beauty of the scenes, the dark atmosphere, the settings, the old beliefs, the curses...Brilliant!|, Saw it over the weekend. I'm a horror buff, it was pretty badass. Done really well. Gypsies, Curses, & Werewolves....can't go wrong there!|, Easily one of the best horror films I've seen in a long time.|, Phenomenal film. Way better than I thought it would be"
The D Train,"The D Train Official Trailer #1 (2015) - Jack Black, James Marsden Movie HD",A4vqHV44eZE,2188686,2815,354,"This movie had a lot more depth than the trailer shows. Funny and emotional. Great writing.|, Not your typical Jack Black comedy movie, this is something deep and emotional.|, It has been so long since Jack was in a proper movie. He disappeared for a while, touring with his band and spending time with family. It was a good career move too, nothing worse than over exposure. Looking forward to this one|, Didnt expect this movie to be this good! loved it|, I had no idea what to expect when I watched this movie, great plot twist lol|, such a fun movie where i knew what was going to happen but was still surprised by how they happened and the acting was nice and the writing was straight forward not some complex oscar worthy writing but just fun|, Hey, looks like a funny movie!! I will watch it for sure!! Looking forward to it!! :)|, is it just me, or is jack black lookin more and more like peter griffin every day?|, I don’t know why I have never watched this movie. Because these two actors, are one of the best out there, and I have watched so many of their comedies, drama’s, and romantic movies. I BELIVE I was getting a divorce when this was going on back at that time frame, and I had no cable, nor wifi at that time….and I survived! Anyway, I watched this movie tonight, on a movie app I found on my new tv. What an amazing movie! This was like Brokeback Mountain? But way, less boring. And that movie had amazing actors as well, it was just a slow movie, and I get that. This movie was inspiring. Because I went through someone similar after my divorce, I dove into a relationship, head on, no boundaries, just, like, the YES man, movie. I said yes…..to everything, except, the harder, horrific drugs, that I will always be wondering why people go into that direction, but I know they did, because they were lost. I was lost, and it nearly broke me, I lost everything. Then, I gained it all back. I am in a good place now. From the darkness, came something beautiful. Love always wins.|, Believe me guys, this film is incredibly innovative.."
The DUFF,"The DUFF Official Trailer #1 (2015) - Bella Thorne, Mae Whitman Comedy HD",ci7eKlNRiuw,19131323,80451,4024,"This was actually really cute and uplifting! The two leads were really lovable and their chemistry was great. I also liked that she didn’t change herself, she just became confident enough to be herself unapolegetically—horrible party flannel included|, As someone whose basically seen ALL the chick flicks and knows ALL the storylines, this was one of the good ones.  Funny, relatable and caught me in the feels.  Yeah you can predict the ending, but the way it was done and the funny dialogue is what counts.|, I mean it was a cliche movie and everything that you'd expect to happen did happen, but tbh the actors of the movie (Mae Whitman in particular) was such a great lead, the chemistry between the main pairing seemed legit and not forced at all, and the dialogue was hilarious, so it's pretty entertaining. Its a good movie to watch if you just wanna watch something on a Friday night to be entertained lol|, why is prom the climax of every high school movie?|, I just watched the movie and in the ending where Bianca gave that whole talk/rant to Bella Thorne during homecoming in the movie was actually really inspiring, love this movie! :)|, Hands down my favorite movie of all time!!! It had me smile during the whole movie. I cried for some sad parts but also had tears of joy. This is the only movie that's ever made me smile till my cheeks hurt and laugh till my stomach hurt. But I'd give this movie a 10000000000000000000/10. I would definitely recommend this movie to anybody who doesn't know if they should see it or not. It's probably the top 5 funniest comedy movies😂😂😂😂😂😂😂😂|, haha i wonder how the casting went for that. ""yeah we're looking for an ugly chick but not too ugly cause you know its hollywood""|, So this is where Ronnie went after he died ... poor Caitlin ..she is still mourning for him|, I already know how this is going to end: he helps her, they fall in love, then her first crush starts to like her but she chooses Wes. Cliché.|, The DUFF is not just another ""high school movie"" it is something more. ""The DUFF"" is on my ""Best Movies"" list<3"
The Danish Girl,THE DANISH GIRL - Official Trailer - In Theaters November 2015,3vyUHGl0Y6E,434068,2276,148,"I'll never understand how this wasn't nominated for Best Picture. This is one of the most beautiful and moving films I've ever seen.|, Simply one of the best films ever created. So TOUCHING! And the acting and cinematography are SPLENDID.|, I don’t understand why this movie doesn’t gain popularity while this topic is sooo boiling right now, I love everything about this movie, actors and actresses are perfectly fit in their role pictures and qualities?? BIG FAT YES . It’s also emotional… but yeah nothing can describe how amazing the meaning of this movie to the people who believe why living in the wrong body 🏳️‍🌈|, I watch this movie like 5 times every year and it never fails to make me sob|, Just finished watching this movie, & I cried so much for Lili 😭|, LOVED THE MOVIE!!! I JUST SAW IT........made me cry (hard to admit it)
BRAVO , BRAVO, BRAVO !!     
excellent!   DIVINE, SUBLIME, EXQUISITE MOVIE PERFECTION ! 

FINALLY A REAL MOVIE WORTH SEEING (and seeing again) !|, One of my favourite films. Great story, wonderful acting.|, omg i can't wait to watch this, must be a beautiful movie|, Omgggg my favorite movie!!! 🥺♥️♥️♥️ It's been 6 years but still can't get over with it.|, Tom Hooper movies - The Kings Speech, Les Miserables, The Danish Girl etc.  - are always so gorgeous!"
The Dark Tower,THE DARK TOWER - Official Trailer (HD),GjwfqXTebIY,29778866,146699,18896,"The true genius of The Dark Tower series is how it literally ties together like half of all the King novels ever written.  Characters from The Stand (including King's favorite go to bad guy Randall Flagg), Hearts in Atlantis, Salem's Lot etc etc. are included throughout the seven novels.  An absolutely genius move on King's part financially, since to truly get the full force of the Dark Tower, you really did have to go back and read all of his older work that led up to this.|, After hearing so many bad things about this movie, I went into it thinking I was going to be disappointed. I ACTUALLY LOVE THIS SO MUCH! Awesome movie, with awesome actors <3|, Everything I've watched with Idris Elba has been great. His characters are always intense which raises the level of the movie.|, Such great casting and visuals.  Most of the action scenes were fantastic.  This film had potential.  I just wish they had given the actual story more time.
Here's hoping Mike Flanagan's take on the Dark Tower does better.|, Just saw this movie yesterday! Satisfying to watch if you enjoy good action and making commentary with your friends.|, every now and then I come back here to remember what a great movie this could have been|, This could honestly have been the next Game Of Thrones if it had been made into a TV series.  Trying to fit 7 books into one film is the same as making all the Harry Potter books into a single movie..... it can't be done.  Mr King spent over 20 years writing the main story line in this series and it deserves more than a rushed 2+ hour film.|, I have never read the books but i found this movie very interesting and it makes me want to read the books. this is a pretty good movie. the story is good, the acting is good and the directing is good. this is a enjoyable movie to watch i always enjoy movies based on stephen king books. if you have not seen this movie then i recommend you do. this movie is cinematastic rating 5/5|, The dark tower movie and my thoughts:  I had never read the books, but I do like Mr. Kings works.  Coming from that perspective, I found the movie great.... It has great ""pair-off"" actors from children to adults who brought everything to tell of a story of good and evil.  I truly found the action fantastic and I saw the hard work that went into creating this story in such a short amount of time.  It seems to me a story like this should have started from the beginning or from the end back to the beginning.  Can't wait see the Dark Tower sequel.|, Absolutely love this movie. Highly entertaining, thrilling, action packed💯 This is one of Stephens best works but unrated by a lot of critics. Gosh I really wish there could be a second part or more."
The Darkest Minds,The Darkest Minds | Official Trailer [HD] | 20th Century FOX,tN8o_E_f9FQ,24692071,117960,11321,"For those who are confused. The children in this movie are under five classification and kids with these abilities are put in a certain section which has a unique color of it's own.
*Red* Is for those who can control fire.
*Yellow*  is for those who can control electricity.
*Blue*  is for those can  move things with their minds
*Green*  is for those who are highly intelligent.
In this Movie our dear Ruby (the female lead) will disguise herself as being Green so she can hide who she truly is. Which takes us to our final and most powerful ability.
*Orange*  The power to control emotions, thoughts, memories. The power to control people's mind. 
Edit: I've read the books and they are amazing, hopefully this movie will do it justice.|, It kinda scary knowing that if this were to ever happen. This would be the most likely thing that humans would do to other humans. After all, our government is a dramatic queen.|, What’s crazy about being an orange is since you have mind control you can control all of the other kids and use their powers by controlling them for your own gain. By being an orange you can be all of the colors!!!!!|, The darkest minds 2.... Please
Anyone wants to see second part... Like it|, a phenomenal book! I wasn't all too into these weird powers and stuff, but got so involved with the characters there was multiple points while reading quietly where I gasped out loud or started crying. I usually don't end up watching movies that I've read the book to, because the movies are usually extremely different. I can already spot some major differences just from this trailer. I think I might risk watching it though, and hope I don't forget what actually happened in the book.|, Legends say that Lady Jane is still walking in that forest.|, ""The more that I try to control it the more damage I do""
Okay Elsa I get you|, I just came back from watching this at the cinema, and I was literally almost in tears. This movie was amazing, too.|, I finished the novel recently and am proud that this adaptation followed the book quite close minus a few deviations. Would love to see the rest of the series presented on screen, which of course would involve new actors playing the main characters who are the right ages. Still, the cast is great and Amandla Stenberg perfect as Ruby!|, This movie is so underrated! Must watch, love this movie"
